time,data
2018-11-18T03:54:24+08:00,9af8681c270d
2018-11-18T03:59:26+08:00,96f8391c270d
2018-11-18T04:04:29+08:00,94f8271c1e0d
2018-11-18T04:09:32+08:00,93f8321c270d
2018-11-18T04:14:36+08:00,95f84c1c270d
2018-11-18T04:19:40+08:00,99f8681c270d
2018-11-18T04:24:46+08:00,9af8691c270d
2018-11-18T04:29:51+08:00,95f83c1c1e0d
2018-11-18T04:34:53+08:00,93f82b1c270d
2018-11-18T04:39:57+08:00,93f8361c1e0d
2018-11-18T04:44:58+08:00,96f84c1c270d
2018-11-18T04:50:01+08:00,99f8681c270d
2018-11-18T04:55:05+08:00,97f8611c270d
2018-11-18T05:00:07+08:00,97f8341c270d
2018-11-18T05:05:10+08:00,92f8251c270d
2018-11-18T05:10:14+08:00,93f82f1c1e0d
2018-11-18T05:15:17+08:00,96f8461c270d
2018-11-18T05:20:18+08:00,9af85d1c270d
2018-11-18T05:25:22+08:00,96f84d1c270d
2018-11-18T05:30:23+08:00,91f8261c270d
2018-11-18T05:35:26+08:00,92f8221c270d
2018-11-18T05:40:27+08:00,93f8331c2a0d
2018-11-18T05:45:29+08:00,95f8521c2a0d
2018-11-18T05:50:30+08:00,9af86c1c270d
2018-11-18T05:55:34+08:00,98f8631c270d
2018-11-18T06:00:38+08:00,96f8331c270d
2018-11-18T06:05:38+08:00,91f8271c270d
2018-11-18T06:10:39+08:00,92f8361c270d
2018-11-18T06:15:40+08:00,98f84f1c270d
2018-11-18T06:20:42+08:00,98f86c1c270d
2018-11-18T06:25:42+08:00,97f8601c270d
2018-11-18T06:30:44+08:00,97f8341c270d
2018-11-18T06:35:46+08:00,93f82b1c270d
2018-11-18T06:40:49+08:00,94f8391c270d
2018-11-18T06:45:52+08:00,98f8541c270d
2018-11-18T06:50:54+08:00,9af86f1c270d
2018-11-18T06:55:58+08:00,9bf8661c270d
2018-11-18T07:01:01+08:00,96f8361c2a0d
2018-11-18T07:06:04+08:00,94f8281c270d
2018-11-18T07:11:07+08:00,96f8371c270d
2018-11-18T07:16:11+08:00,98f84f1c270d
2018-11-18T07:21:15+08:00,9bf8661c2a0d
2018-11-18T07:26:17+08:00,99f85b1c270d
2018-11-18T07:31:21+08:00,95f82e1c270d
2018-11-18T07:36:26+08:00,8ff8241c270d
2018-11-18T07:41:28+08:00,93f8321c270d
2018-11-18T07:46:29+08:00,94f84f1c270d
2018-11-18T07:51:34+08:00,9cf86c1c270d
2018-11-18T07:56:35+08:00,9bf8641c270d
2018-11-18T08:01:37+08:00,95f8371c270d
2018-11-18T08:06:41+08:00,97f8281c270d
2018-11-18T08:11:45+08:00,94f8351c270d
2018-11-18T08:16:45+08:00,98f84c1c270d
2018-11-18T08:21:46+08:00,9cf86b1c2a0d
2018-11-18T08:26:49+08:00,9af8681c270d
2018-11-18T08:31:51+08:00,94f8391c270d
2018-11-18T08:36:52+08:00,94f8281c270d
2018-11-18T08:41:56+08:00,95f8321c270d
2018-11-18T08:46:57+08:00,96f84a1c270d
2018-11-18T08:51:59+08:00,9bf8681c270d
2018-11-18T08:57:01+08:00,9ef86e1c270d
2018-11-18T09:02:05+08:00,99f83f1c270d
2018-11-18T09:07:06+08:00,97f8281c270d
2018-11-18T09:12:10+08:00,95f82f1c270d
2018-11-18T09:17:14+08:00,98f8441c270d
2018-11-18T09:22:16+08:00,9bf8621c270d
2018-11-18T09:27:17+08:00,9bf8601c270d
2018-11-18T09:32:21+08:00,95f8321c270d
2018-11-18T09:37:22+08:00,94f8221c270d
2018-11-18T09:42:26+08:00,94f82f1c270d
2018-11-18T09:47:28+08:00,98f8491c270d
2018-11-18T09:52:30+08:00,9bf8651c270d
2018-11-18T09:57:35+08:00,9cf8611c270d
2018-11-18T10:02:38+08:00,97f8331c270d
2018-11-18T10:07:39+08:00,94f8231c270d
2018-11-18T10:12:41+08:00,93f8321c270d
2018-11-18T10:17:44+08:00,97f8491c270d
2018-11-18T10:22:49+08:00,9af8631c270d
2018-11-18T10:27:53+08:00,9af85d1c270d
2018-11-18T10:32:59+08:00,96f82f1c270d
2018-11-18T10:37:59+08:00,96f8201c270d
2018-11-18T10:43:03+08:00,94f8321c270d
2018-11-18T10:48:06+08:00,98f84c1c270d
2018-11-18T10:53:09+08:00,9cf86b1c270d
2018-11-18T10:58:10+08:00,9cf8671c270d
