humidity,temp,time
76.58,-17.9,2018-11-17 17:53
75.88,-17.96,2018-11-17 17:58
74.81,-18.07,2018-11-17 18:03
73.95,-18.17,2018-11-17 18:08
73.38,-18.22,2018-11-17 18:13
73.17,-18.24,2018-11-17 18:18
73.17,-18.24,2018-11-17 18:23
72.85,-18.33,2018-11-17 18:29
72.29,-18.42,2018-11-17 18:34
72.13,-18.49,2018-11-17 18:39
72.28,-18.5,2018-11-17 18:44
72.54,-18.51,2018-11-17 18:49
72.76,-18.53,2018-11-17 18:54
72.48,-18.57,2018-11-17 18:59
72.07,-18.65,2018-11-17 19:04
72.1,-18.67,2018-11-17 19:09
72.3,-18.7,2018-11-17 19:14
72.6,-18.68,2018-11-17 19:19
72.84,-18.67,2018-11-17 19:24
72.52,-18.71,2018-11-17 19:29
72.17,-18.79,2018-11-17 19:34
72.2,-18.8,2018-11-17 19:39
72.44,-18.79,2018-11-17 19:44
72.73,-18.75,2018-11-17 19:49
72.92,-18.75,2018-11-17 19:54
72.57,-18.8,2018-11-17 19:59
72.27,-18.84,2018-11-17 20:04
72.3,-18.84,2018-11-17 20:09
72.51,-18.82,2018-11-17 20:14
72.8,-18.79,2018-11-17 20:19
72.89,-18.77,2018-11-17 20:25
72.49,-18.85,2018-11-17 20:30
72.22,-18.87,2018-11-17 20:35
72.3,-18.87,2018-11-17 20:40
72.53,-18.87,2018-11-17 20:45
72.85,-18.83,2018-11-17 20:50
72.91,-18.83,2018-11-17 20:55
72.48,-18.85,2018-11-17 21:00
72.25,-18.89,2018-11-17 21:05
72.31,-18.89,2018-11-17 21:10
72.57,-18.85,2018-11-17 21:15
72.86,-18.85,2018-11-17 21:20
72.87,-18.84,2018-11-17 21:25
72.39,-18.9,2018-11-17 21:30
72.23,-18.92,2018-11-17 21:35
72.34,-18.92,2018-11-17 21:40
72.59,-18.91,2018-11-17 21:46
72.89,-18.85,2018-11-17 21:51
72.81,-18.82,2018-11-17 21:56
72.36,-18.92,2018-11-17 22:01
72.18,-18.93,2018-11-17 22:06
72.29,-18.93,2018-11-17 22:11
72.54,-18.91,2018-11-17 22:16
72.75,-18.89,2018-11-17 22:21
72.62,-18.91,2018-11-17 22:26
72.18,-18.95,2018-11-17 22:31
72.12,-18.96,2018-11-17 22:36
72.32,-18.95,2018-11-17 22:41
72.6,-18.92,2018-11-17 22:46
72.85,-18.89,2018-11-17 22:51
72.74,-18.89,2018-11-17 22:56
72.29,-18.94,2018-11-17 23:01
72.18,-18.95,2018-11-17 23:06
72.34,-18.94,2018-11-17 23:11
72.6,-18.92,2018-11-17 23:16
72.84,-18.87,2018-11-17 23:21
72.67,-18.9,2018-11-17 23:26
72.24,-18.93,2018-11-17 23:31
72.18,-18.95,2018-11-17 23:37
72.35,-18.96,2018-11-17 23:42
72.62,-18.92,2018-11-17 23:47
72.85,-18.87,2018-11-17 23:52
72.64,-18.91,2018-11-17 23:57
72.22,-18.94,2018-11-18 00:02
72.18,-18.95,2018-11-18 00:07
72.35,-18.95,2018-11-18 00:12
72.61,-18.91,2018-11-18 00:17
72.85,-18.89,2018-11-18 00:22
72.53,-18.92,2018-11-18 00:27
72.18,-18.96,2018-11-18 00:32
72.15,-18.97,2018-11-18 00:37
72.35,-18.97,2018-11-18 00:42
72.61,-18.91,2018-11-18 00:47
72.81,-18.9,2018-11-18 00:52
72.45,-18.93,2018-11-18 00:57
72.1,-18.96,2018-11-18 01:02
72.15,-18.98,2018-11-18 01:07
72.36,-18.94,2018-11-18 01:12
72.67,-18.92,2018-11-18 01:18
72.81,-18.89,2018-11-18 01:23
72.43,-18.93,2018-11-18 01:28
72.1,-18.96,2018-11-18 01:33
72.18,-18.99,2018-11-18 01:38
72.38,-18.95,2018-11-18 01:43
72.68,-18.89,2018-11-18 01:48
72.78,-18.91,2018-11-18 01:53
72.41,-18.95,2018-11-18 01:58
72.12,-18.96,2018-11-18 02:03
72.16,-18.96,2018-11-18 02:08
72.38,-18.96,2018-11-18 02:13
72.66,-18.92,2018-11-18 02:18
72.65,-18.91,2018-11-18 02:23
72.22,-18.99,2018-11-18 02:28
72.05,-19.0,2018-11-18 02:33
72.15,-18.99,2018-11-18 02:38
72.38,-18.96,2018-11-18 02:43
72.7,-18.95,2018-11-18 02:48
72.74,-18.92,2018-11-18 02:53
72.31,-18.95,2018-11-18 02:58
72.08,-18.97,2018-11-18 03:04
72.17,-18.97,2018-11-18 03:09
72.38,-18.98,2018-11-18 03:14
72.65,-18.92,2018-11-18 03:19
72.56,-18.95,2018-11-18 03:24
72.12,-19.0,2018-11-18 03:29
72.02,-19.02,2018-11-18 03:34
72.18,-19.01,2018-11-18 03:39
72.44,-18.99,2018-11-18 03:44
72.75,-18.93,2018-11-18 03:49
72.72,-18.93,2018-11-18 03:54
72.25,-18.97,2018-11-18 03:59
72.07,-18.99,2018-11-18 04:04
72.18,-19.0,2018-11-18 04:09
72.44,-18.98,2018-11-18 04:14
72.72,-18.94,2018-11-18 04:19
72.73,-18.93,2018-11-18 04:24
72.28,-18.98,2018-11-18 04:29
72.11,-19.0,2018-11-18 04:34
72.22,-19.0,2018-11-18 04:39
72.44,-18.97,2018-11-18 04:44
72.72,-18.94,2018-11-18 04:50
72.65,-18.96,2018-11-18 04:55
72.2,-18.96,2018-11-18 05:00
72.05,-19.01,2018-11-18 05:05
72.15,-19.0,2018-11-18 05:10
72.38,-18.97,2018-11-18 05:15
72.61,-18.93,2018-11-18 05:20
72.45,-18.97,2018-11-18 05:25
72.06,-19.02,2018-11-18 05:30
72.02,-19.01,2018-11-18 05:35
72.19,-19.0,2018-11-18 05:40
72.5,-18.98,2018-11-18 05:45
72.76,-18.93,2018-11-18 05:50
72.67,-18.95,2018-11-18 05:55
72.19,-18.97,2018-11-18 06:00
72.07,-19.02,2018-11-18 06:05
