ʱ��,�׼�¼,ĩ��¼,�յ���¼,Ӧ�ռ�¼,������
2018/12/23 Сʱ: 20,2018-12-23 20:02:00,2018-12-23 20:59:00,10.0,30.0,0.6666666666666667
2018/12/23 Сʱ: 21,2018-12-23 21:05:00,2018-12-23 21:55:00,9.0,26.0,0.6538461538461539
2018/12/23 Сʱ: 22,2018-12-23 22:02:00,2018-12-23 22:57:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 23,2018-12-23 23:04:00,2018-12-23 23:57:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 0,2018-12-24 00:02:00,2018-12-24 00:58:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 1,2018-12-24 01:03:00,2018-12-24 01:58:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 2,2018-12-24 02:05:00,2018-12-24 02:55:00,10.0,26.0,0.6153846153846154
2018/12/24 Сʱ: 3,2018-12-24 03:00:00,2018-12-24 03:54:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 4,2018-12-24 04:01:00,2018-12-24 04:55:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 5,2018-12-24 05:02:00,2018-12-24 05:54:00,10.0,27.0,0.6296296296296297
2018/12/24 Сʱ: 6,2018-12-24 06:00:00,2018-12-24 06:55:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 7,2018-12-24 07:01:00,2018-12-24 07:56:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 8,2018-12-24 08:01:00,2018-12-24 08:58:00,10.0,30.0,0.6666666666666667
2018/12/24 Сʱ: 9,2018-12-24 09:04:00,2018-12-24 09:59:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 10,2018-12-24 10:04:00,2018-12-24 10:59:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 11,2018-12-24 11:04:00,2018-12-24 11:59:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 12,2018-12-24 12:04:00,2018-12-24 12:58:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 13,2018-12-24 13:05:00,2018-12-24 13:54:00,9.0,26.0,0.6538461538461539
2018/12/24 Сʱ: 14,2018-12-24 14:00:00,2018-12-24 14:55:00,9.0,29.0,0.6896551724137931
2018/12/24 Сʱ: 15,2018-12-24 15:02:00,2018-12-24 15:58:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 16,2018-12-24 16:05:00,2018-12-24 16:56:00,10.0,27.0,0.6296296296296297
2018/12/24 Сʱ: 17,2018-12-24 17:03:00,2018-12-24 17:58:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 18,2018-12-24 18:04:00,2018-12-24 18:53:00,9.0,26.0,0.6538461538461539
2018/12/24 Сʱ: 19,2018-12-24 19:00:00,2018-12-24 19:55:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 20,2018-12-24 20:02:00,2018-12-24 20:57:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 21,2018-12-24 21:03:00,2018-12-24 21:59:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 22,2018-12-24 22:06:00,2018-12-24 22:56:00,10.0,26.0,0.6153846153846154
2018/12/24 Сʱ: 23,2018-12-24 23:02:00,2018-12-24 23:55:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 0,2018-12-25 00:01:00,2018-12-25 00:54:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 1,2018-12-25 01:01:00,2018-12-25 01:54:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 2,2018-12-25 02:01:00,2018-12-25 02:54:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 3,2018-12-25 03:00:00,2018-12-25 03:59:00,11.0,31.0,0.6451612903225806
2018/12/25 Сʱ: 4,2018-12-25 04:06:00,2018-12-25 04:56:00,9.0,26.0,0.6538461538461539
2018/12/25 Сʱ: 5,2018-12-25 05:01:00,2018-12-25 05:58:00,10.0,30.0,0.6666666666666667
2018/12/25 Сʱ: 6,2018-12-25 06:04:00,2018-12-25 06:59:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 7,2018-12-25 07:06:00,2018-12-25 07:58:00,9.0,27.0,0.6666666666666667
2018/12/25 Сʱ: 8,2018-12-25 08:03:00,2018-12-25 08:59:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 9,2018-12-25 09:06:00,2018-12-25 09:54:00,9.0,25.0,0.64
2018/12/25 Сʱ: 10,2018-12-25 10:00:00,2018-12-25 10:55:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 11,2018-12-25 11:00:00,2018-12-25 11:55:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 12,2018-12-25 12:02:00,2018-12-25 12:57:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 13,2018-12-25 13:03:00,2018-12-25 13:58:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 14,2018-12-25 14:04:00,2018-12-25 14:57:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 15,2018-12-25 15:03:00,2018-12-25 15:55:00,10.0,27.0,0.6296296296296297
2018/12/25 Сʱ: 16,2018-12-25 16:01:00,2018-12-25 16:59:00,10.0,30.0,0.6666666666666667
2018/12/25 Сʱ: 17,2018-12-25 17:04:00,2018-12-25 17:59:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 18,2018-12-25 18:05:00,2018-12-25 18:55:00,9.0,26.0,0.6538461538461539
2018/12/25 Сʱ: 19,2018-12-25 19:01:00,2018-12-25 19:53:00,9.0,27.0,0.6666666666666667
2018/12/25 Сʱ: 20,2018-12-25 20:00:00,2018-12-25 20:55:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 21,2018-12-25 21:00:00,2018-12-25 21:57:00,10.0,30.0,0.6666666666666667
2018/12/25 Сʱ: 22,2018-12-25 22:03:00,2018-12-25 22:57:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 23,2018-12-25 23:03:00,2018-12-25 23:58:00,10.0,29.0,0.6551724137931034
2018/12/26 Сʱ: 0,2018-12-26 00:05:00,2018-12-26 00:57:00,10.0,27.0,0.6296296296296297
2018/12/26 Сʱ: 1,2018-12-26 01:03:00,2018-12-26 01:56:00,10.0,28.0,0.6428571428571428
2018/12/26 Сʱ: 2,2018-12-26 02:02:00,2018-12-26 02:56:00,10.0,28.0,0.6428571428571428
2018/12/26 Сʱ: 3,2018-12-26 03:03:00,2018-12-26 03:57:00,10.0,28.0,0.6428571428571428
2018/12/26 Сʱ: 4,2018-12-26 04:04:00,2018-12-26 04:55:00,10.0,27.0,0.6296296296296297
2018/12/26 Сʱ: 5,2018-12-26 05:01:00,2018-12-26 05:42:00,8.0,22.0,0.6363636363636364
