ʱ��,�׼�¼,ĩ��¼,�յ���¼,Ӧ�ռ�¼,������
2018/12/23 Сʱ: 20,2018-12-23 20:00:00,2018-12-23 20:56:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 21,2018-12-23 21:01:00,2018-12-23 21:56:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 22,2018-12-23 22:01:00,2018-12-23 22:57:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 23,2018-12-23 23:02:00,2018-12-23 23:57:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 0,2018-12-24 00:02:00,2018-12-24 00:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 1,2018-12-24 01:03:00,2018-12-24 01:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 2,2018-12-24 02:03:00,2018-12-24 02:59:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 3,2018-12-24 03:04:00,2018-12-24 03:59:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 4,2018-12-24 04:04:00,2018-12-24 04:55:00,11.0,27.0,0.5925925925925926
2018/12/24 Сʱ: 5,2018-12-24 05:00:00,2018-12-24 05:55:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 6,2018-12-24 06:01:00,2018-12-24 06:56:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 7,2018-12-24 07:01:00,2018-12-24 07:56:00,11.0,29.0,0.6206896551724138
2018/12/24 Сʱ: 8,2018-12-24 08:02:00,2018-12-24 08:57:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 9,2018-12-24 09:02:00,2018-12-24 09:57:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 10,2018-12-24 10:02:00,2018-12-24 10:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 11,2018-12-24 11:03:00,2018-12-24 11:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 12,2018-12-24 12:03:00,2018-12-24 12:59:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 13,2018-12-24 13:04:00,2018-12-24 13:59:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 14,2018-12-24 14:05:00,2018-12-24 14:55:00,11.0,26.0,0.5769230769230769
2018/12/24 Сʱ: 15,2018-12-24 15:00:00,2018-12-24 15:56:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 16,2018-12-24 16:01:00,2018-12-24 16:56:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 17,2018-12-24 17:01:00,2018-12-24 17:57:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 18,2018-12-24 18:02:00,2018-12-24 18:57:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 19,2018-12-24 19:02:00,2018-12-24 19:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 20,2018-12-24 20:03:00,2018-12-24 20:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 21,2018-12-24 21:03:00,2018-12-24 21:58:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 22,2018-12-24 22:03:00,2018-12-24 22:59:00,12.0,29.0,0.5862068965517242
2018/12/24 Сʱ: 23,2018-12-24 23:04:00,2018-12-24 23:59:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 0,2018-12-25 00:04:00,2018-12-25 00:55:00,11.0,27.0,0.5925925925925926
2018/12/25 Сʱ: 1,2018-12-25 01:00:00,2018-12-25 01:55:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 2,2018-12-25 02:00:00,2018-12-25 02:56:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 3,2018-12-25 03:01:00,2018-12-25 03:56:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 4,2018-12-25 04:01:00,2018-12-25 04:57:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 5,2018-12-25 05:02:00,2018-12-25 05:57:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 6,2018-12-25 06:02:00,2018-12-25 06:58:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 7,2018-12-25 07:03:00,2018-12-25 07:58:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 8,2018-12-25 08:03:00,2018-12-25 08:59:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 9,2018-12-25 09:04:00,2018-12-25 09:59:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 10,2018-12-25 10:04:00,2018-12-25 10:55:00,11.0,27.0,0.5925925925925926
2018/12/25 Сʱ: 11,2018-12-25 11:00:00,2018-12-25 11:55:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 12,2018-12-25 12:00:00,2018-12-25 12:56:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 13,2018-12-25 13:01:00,2018-12-25 13:56:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 14,2018-12-25 14:02:00,2018-12-25 14:57:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 15,2018-12-25 15:02:00,2018-12-25 15:58:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 16,2018-12-25 16:03:00,2018-12-25 16:58:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 17,2018-12-25 17:03:00,2018-12-25 17:59:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 18,2018-12-25 18:04:00,2018-12-25 18:59:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 19,2018-12-25 19:04:00,2018-12-25 19:55:00,11.0,27.0,0.5925925925925926
2018/12/25 Сʱ: 20,2018-12-25 20:00:00,2018-12-25 20:55:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 21,2018-12-25 21:00:00,2018-12-25 21:56:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 22,2018-12-25 22:01:00,2018-12-25 22:56:00,12.0,29.0,0.5862068965517242
2018/12/25 Сʱ: 23,2018-12-25 23:01:00,2018-12-25 23:57:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 0,2018-12-26 00:02:00,2018-12-26 00:57:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 1,2018-12-26 01:02:00,2018-12-26 01:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 2,2018-12-26 02:03:00,2018-12-26 02:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 3,2018-12-26 03:03:00,2018-12-26 03:59:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 4,2018-12-26 04:04:00,2018-12-26 04:59:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 5,2018-12-26 05:05:00,2018-12-26 05:55:00,11.0,26.0,0.5769230769230769
2018/12/26 Сʱ: 6,2018-12-26 06:00:00,2018-12-26 06:55:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 7,2018-12-26 07:00:00,2018-12-26 07:56:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 8,2018-12-26 08:01:00,2018-12-26 08:57:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 9,2018-12-26 09:02:00,2018-12-26 09:57:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 10,2018-12-26 10:02:00,2018-12-26 10:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 11,2018-12-26 11:03:00,2018-12-26 11:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 12,2018-12-26 12:03:00,2018-12-26 12:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 13,2018-12-26 13:04:00,2018-12-26 13:59:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 14,2018-12-26 14:04:00,2018-12-26 14:59:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 15,2018-12-26 15:05:00,2018-12-26 15:55:00,11.0,26.0,0.5769230769230769
2018/12/26 Сʱ: 16,2018-12-26 16:00:00,2018-12-26 16:56:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 17,2018-12-26 17:01:00,2018-12-26 17:56:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 18,2018-12-26 18:01:00,2018-12-26 18:57:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 19,2018-12-26 19:02:00,2018-12-26 19:57:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 20,2018-12-26 20:02:00,2018-12-26 20:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 21,2018-12-26 21:03:00,2018-12-26 21:58:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 22,2018-12-26 22:03:00,2018-12-26 22:59:00,12.0,29.0,0.5862068965517242
2018/12/26 Сʱ: 23,2018-12-26 23:04:00,2018-12-26 23:59:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 0,2018-12-27 00:04:00,2018-12-27 00:55:00,11.0,27.0,0.5925925925925926
2018/12/27 Сʱ: 1,2018-12-27 01:00:00,2018-12-27 01:55:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 2,2018-12-27 02:00:00,2018-12-27 02:56:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 3,2018-12-27 03:01:00,2018-12-27 03:56:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 4,2018-12-27 04:01:00,2018-12-27 04:57:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 5,2018-12-27 05:02:00,2018-12-27 05:58:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 6,2018-12-27 06:03:00,2018-12-27 06:58:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 7,2018-12-27 07:03:00,2018-12-27 07:59:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 8,2018-12-27 08:04:00,2018-12-27 08:55:00,11.0,27.0,0.5925925925925926
2018/12/27 Сʱ: 9,2018-12-27 09:00:00,2018-12-27 09:55:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 10,2018-12-27 10:00:00,2018-12-27 10:56:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 11,2018-12-27 11:01:00,2018-12-27 11:56:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 12,2018-12-27 12:01:00,2018-12-27 12:57:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 13,2018-12-27 13:02:00,2018-12-27 13:57:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 14,2018-12-27 14:02:00,2018-12-27 14:58:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 15,2018-12-27 15:03:00,2018-12-27 15:58:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 16,2018-12-27 16:03:00,2018-12-27 16:59:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 17,2018-12-27 17:04:00,2018-12-27 17:59:00,12.0,29.0,0.5862068965517242
2018/12/27 Сʱ: 18,2018-12-27 18:04:00,2018-12-27 18:55:00,11.0,27.0,0.5925925925925926
2018/12/27 Сʱ: 19,2018-12-27 19:00:00,2018-12-27 19:25:00,6.0,14.0,0.5714285714285714
nan/nan/nan Сʱ: nan,,,231.0,,
