time,temp,humidity
2018/12/15 19:43,-20.3,0.67 
2018/12/15 19:49,-20.1,0.74 
2018/12/15 19:55,-20.3,0.66 
2018/12/15 20:00,-20.2,0.70 
2018/12/15 20:05,-20,0.74 
2018/12/15 20:11,-20.3,0.66 
2018/12/15 20:16,-20.3,0.70 
2018/12/15 20:23,-20.1,0.74 
2018/12/15 20:28,-20.3,0.66 
2018/12/15 20:35,-20.2,0.71 
2018/12/15 20:41,-20.2,0.69 
2018/12/15 20:47,-20.3,0.68 
2018/12/15 20:53,-20.1,0.74 
2018/12/15 20:58,-20.3,0.66 
2018/12/15 21:04,-20.2,0.70 
2018/12/15 21:11,-20,0.74 
2018/12/15 21:18,-20.3,0.67 
2018/12/15 21:24,-20.1,0.73 
2018/12/15 21:30,-20.3,0.67 
2018/12/15 21:36,-20.3,0.69 
2018/12/15 21:42,-20.1,0.74 
2018/12/15 21:48,-20.3,0.66 
2018/12/15 21:54,-20.1,0.72 
2018/12/15 21:59,-20.2,0.70 
2018/12/15 22:06,-20.3,0.67 
2018/12/15 22:11,-20.1,0.73 
2018/12/15 22:18,-20.3,0.67 
2018/12/15 22:24,-20.3,0.70 
2018/12/15 22:31,-20.1,0.73 
2018/12/15 22:38,-20.3,0.67 
2018/12/15 22:44,-20.1,0.73 
2018/12/15 22:50,-20.3,0.66 
2018/12/15 22:57,-20.2,0.71 
2018/12/15 23:03,-20.2,0.69 
2018/12/15 23:08,-20.3,0.68 
2018/12/15 23:14,-20.1,0.73 
2018/12/15 23:20,-20.3,0.67 
2018/12/15 23:27,-20.3,0.70 
2018/12/15 23:33,-20.1,0.73 
2018/12/15 23:39,-20.3,0.67 
2018/12/15 23:45,-20.1,0.72 
2018/12/15 23:51,-20.2,0.68 
2018/12/15 23:56,-20.3,0.68 
2018/12/16 0:03,-20.1,0.74 
2018/12/16 0:09,-20.3,0.66 
2018/12/16 0:15,-20.2,0.71 
2018/12/16 0:22,-20.1,0.72 
2018/12/16 0:28,-20.3,0.68 
2018/12/16 0:35,-20.1,0.74 
2018/12/16 0:40,-20.3,0.66 
2018/12/16 0:47,-20.3,0.70 
2018/12/16 0:52,-20.1,0.72 
2018/12/16 0:58,-20.3,0.66 
2018/12/16 1:03,-20.2,0.72 
2018/12/16 1:09,-20.2,0.71 
2018/12/16 1:15,-20.3,0.67 
2018/12/16 1:22,-20.1,0.73 
2018/12/16 1:28,-20.3,0.66 
2018/12/16 1:33,-20.2,0.70 
2018/12/16 1:39,-20.1,0.74 
2018/12/16 1:45,-20.3,0.66 
2018/12/16 1:50,-20.2,0.71 
2018/12/16 1:56,-20.1,0.73 
2018/12/16 2:02,-20.3,0.67 
2018/12/16 2:08,-20.1,0.73 
2018/12/16 2:15,-20.2,0.69 
2018/12/16 2:21,-20.3,0.69 
2018/12/16 2:28,-20.1,0.73 
2018/12/16 2:33,-20.3,0.67 
2018/12/16 2:39,-20.2,0.72 
2018/12/16 2:44,-20.2,0.70 
2018/12/16 2:50,-20.3,0.67 
2018/12/16 2:56,-20.1,0.72 
2018/12/16 3:02,-20.3,0.67 
2018/12/16 3:09,-20.3,0.69 
2018/12/16 3:15,-20.1,0.73 
2018/12/16 3:22,-20.3,0.66 
2018/12/16 3:27,-20.1,0.72 
2018/12/16 3:33,-20.2,0.69 
2018/12/16 3:40,-20.3,0.68 
2018/12/16 3:45,-20.1,0.74 
2018/12/16 3:51,-20.3,0.66 
2018/12/16 3:58,-20.2,0.70 
2018/12/16 4:04,-20.1,0.72 
2018/12/16 4:10,-20.3,0.68 
2018/12/16 4:15,-20.1,0.73 
2018/12/16 4:21,-20.3,0.68 
2018/12/16 4:27,-20.3,0.69 
2018/12/16 4:33,-20.1,0.74 
2018/12/16 4:38,-20.3,0.66 
2018/12/16 4:45,-20.3,0.70 
